company,rule,result,message,info_brief
NIO,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 3","{'candidate_indices': [4, 11, 12, 13, 20, 21, 24, 29, 32, 33, 35, 37, 38, 44, 51, 52, 53, 60, 61, 64, 69, 72, 73, 75, 77, 78, 84, 91, 92, 93, 100, 101, 104, 109, 112, 113, 115, 117, 118], 'changed_label_details': [{'index': 24, 'original': '[row 21]: Current liabilities: | | [SEP]', 'modified': '[row 21]: Primary liabilities: | | [SEP]', 'token_diff': ('Current', 'Primary')}, {'index': 64, 'origin"
NVIDIA,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 19,"{'changed_label': {'index': 19, 'original': '[row 16]: Current liabilities: | | [SEP]', 'modified': '[row 16]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
NXP Semiconductors,BS-02,PASS,PASS: label changed: 'Current' -> 'Primary' in line index 19,"{'changed_label': {'index': 19, 'original': '[row 16]: Current liabilities: |  |  [SEP]', 'modified': '[row 16]: Primary liabilities: |  |  [SEP]', 'token_diff': ('Current', 'Primary')}}"
Netflix,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 14,"{'changed_label': {'index': 14, 'original': '[row 11]: Current liabilities: | | [SEP]', 'modified': '[row 11]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
Nike,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 18,"{'changed_label': {'index': 18, 'original': '[row 15]: Current liabilities: | | [SEP]', 'modified': '[row 15]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
ON Semiconductor,BS-02,FAIL,Unexpected non-numeric text changes outside allowed label(s): 54,"{'other_changes': [(3, '[row <NUM>]: Assets |  |  [SEP]', '[row <NUM>]: Assets | | [SEP]', 'unexpected non-numeric change outside allowed label'), (5, '[row <NUM>]: Receivables<NUM> net |  | <NUM> [SEP]', '[row <NUM>]: Receivables<NUM> net | | <NUM> [SEP]', 'unexpected non-numeric change outside allowed label'), (6, '[row <NUM>]: Inventories |  | <NUM> [SEP]', '[row <NUM>]: Inventories | | <NUM> ["
Oracle,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 4,"{'changed_label': {'index': 4, 'original': '[row 1]: Current assets: | | [SEP]', 'modified': '[row 1]: Ongoing assets: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
Palantir,BS-02,PASS,PASS: label changed: 'Current' -> 'Primary' in line index 4,"{'changed_label': {'index': 4, 'original': '[row 1]: Current assets: |  |  [SEP]', 'modified': '[row 1]: Primary assets: |  |  [SEP]', 'token_diff': ('Current', 'Primary')}}"
Peloton,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 18,"{'changed_label': {'index': 18, 'original': '[row 15]: Current liabilities: | | [SEP]', 'modified': '[row 15]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
PepsiCo,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 4,"{'changed_label': {'index': 4, 'original': '[row 1]: Current Assets | | [SEP]', 'modified': '[row 1]: Ongoing Assets | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
Pfizer,BS-02,PASS,PASS: label changed: 'current' -> 'active' in line index 10,"{'changed_label': {'index': 10, 'original': '[row 7]: Total current assets | 43,333 | [SEP]', 'modified': '[row 7]: Total active assets | 43,333 | [SEP]', 'token_diff': ('current', 'active')}}"
Philip Morris,BS-02,PASS,PASS: label changed: 'current' -> 'primary' in line index 63,"{'changed_label': {'index': 63, 'original': '[row 11]: Total current liabilities | 26,383 |  [SEP]', 'modified': '[row 11]: Total primary liabilities | 26,383 |  [SEP]', 'token_diff': ('current', 'primary')}}"
Pinduoduo,BS-02,PASS,PASS: label changed: 'Current' -> 'Active' in line index 4,"{'changed_label': {'index': 4, 'original': '[row 1]: Current assets | | [SEP]', 'modified': '[row 1]: Active assets | | [SEP]', 'token_diff': ('Current', 'Active')}}"
Procter and Gamble,BS-02,PASS,PASS: label changed: 'CURRENT' -> 'Active' in line index 20,"{'changed_label': {'index': 20, 'original': '[row 17]: CURRENT LIABILITIES | | [SEP]', 'modified': '[row 17]: Active LIABILITIES | | [SEP]', 'token_diff': ('CURRENT', 'Active')}}"
Qualcomm,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 20,"{'changed_label': {'index': 20, 'original': '[row 17]: Current liabilities: | | [SEP]', 'modified': '[row 17]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
Robinhood,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 2","{'candidate_indices': [4, 15, 16, 22, 25, 31, 32, 33, 49, 60, 61, 67, 70, 76, 77, 78], 'changed_label_details': [{'index': 25, 'original': '[row 22]: Current liabilities: |  | [SEP]', 'modified': '[row 22]: Ongoing liabilities: |  | [SEP]', 'token_diff': ('Current', 'Ongoing')}, {'index': 70, 'original': '[row 22]: Current liabilities: |  | [SEP]', 'modified': '[row 22]: Ongoing liabilities: |  | "
Roku,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 18,"{'changed_label': {'index': 18, 'original': '[row 15]: Current Liabilities: |  |  [SEP]', 'modified': '[row 15]: Ongoing Liabilities: |  |  [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
Salesforce,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 2","{'candidate_indices': [4, 9, 10, 20, 25, 43, 48, 49, 59, 64], 'changed_label_details': [{'index': 20, 'original': '[row 17]: Current liabilities: | | [SEP]', 'modified': '[row 17]: Primary liabilities: | | [SEP]', 'token_diff': ('Current', 'Primary')}, {'index': 59, 'original': '[row 17]: Current liabilities: | | [SEP]', 'modified': '[row 17]: Primary liabilities: | | [SEP]', 'token_diff': ('Curre"
Seagate Technology,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 17,"{'changed_label': {'index': 17, 'original': '[row 14]: Current liabilities: | | [SEP]', 'modified': '[row 14]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
Snap,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 17,"{'changed_label': {'index': 17, 'original': '[row 14]: Current liabilities | | [SEP]', 'modified': '[row 14]: Ongoing liabilities | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
Starbucks,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 2","{'candidate_indices': [4, 9, 10, 21, 29, 47, 52, 53, 64, 72], 'changed_label_details': [{'index': 21, 'original': '[row 18]: Current liabilities: | | [SEP]', 'modified': '[row 18]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}, {'index': 64, 'original': '[row 18]: Current liabilities: | | [SEP]', 'modified': '[row 18]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Curre"
Take-Two Interactive,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 2","{'candidate_indices': [4, 12, 23, 25, 29, 32, 50, 58, 69, 71, 75, 78], 'changed_label_details': [{'index': 4, 'original': '[row 1]: Current assets: | | [SEP]', 'modified': '[row 1]: Primary assets: | | [SEP]', 'token_diff': ('Current', 'Primary')}, {'index': 50, 'original': '[row 1]: Current assets: | | [SEP]', 'modified': '[row 1]: Primary assets: | | [SEP]', 'token_diff': ('Current', 'Primary')}"
Target,BS-02,FAIL,Unexpected non-numeric text changes outside allowed label(s): 56,"{'other_changes': [(3, '[row <NUM>]: Assets |  |  [SEP]', '[row <NUM>]: Assets | | [SEP]', 'unexpected non-numeric change outside allowed label'), (5, '[row <NUM>]: Inventory |  | <NUM> [SEP]', '[row <NUM>]: Inventory | | <NUM> [SEP]', 'unexpected non-numeric change outside allowed label'), (6, '[row 3]: Other current assets |  | 1,807 [SEP]', '[row 3]: Other current assets | | 1,807 [SEP]', 'expe"
Tesla,BS-02,PASS,PASS: label changed: 'Current' -> 'Primary' in line index 22,"{'changed_label': {'index': 22, 'original': '[row 19]: Current liabilities | | [SEP]', 'modified': '[row 19]: Primary liabilities | | [SEP]', 'token_diff': ('Current', 'Primary')}}"
Texas Instruments,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 4","{'candidate_indices': [4, 12, 13, 24, 30, 49, 57, 58, 69, 75], 'changed_label_details': [{'index': 24, 'original': '[row 21]: Current liabilities: | | [SEP]', 'modified': '[row 21]: Active liabilities: | | [SEP]', 'token_diff': ('Current', 'Active')}, {'index': 30, 'original': '[row 27]: Total current liabilities | 3,320 | [SEP]', 'modified': '[row 27]: Total active liabilities | 3,320 | [SEP]', '"
Toyota,BS-02,PASS,PASS: label changed: 'Current' -> 'Primary' in line index 65,"{'changed_label': {'index': 65, 'original': '[row 1]: Current liabilities | | [SEP]', 'modified': '[row 1]: Primary liabilities | | [SEP]', 'token_diff': ('Current', 'Primary')}}"
Uber,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 2","{'candidate_indices': [8, 9, 24, 25, 49, 50, 65, 66], 'changed_label_details': [{'index': 25, 'original': '[row 22]: Total current liabilities | | 8,853 [SEP]', 'modified': '[row 22]: Total Primary liabilities | | 8,853 [SEP]', 'token_diff': ('current', 'Primary')}, {'index': 66, 'original': '[row 22]: Total current liabilities | | 9,454 [SEP]', 'modified': '[row 22]: Total Primary liabilities | |"
UnitedHealth Group,BS-02,PASS,PASS: label changed: 'Current' -> 'Active' in line index 4,"{'changed_label': {'index': 4, 'original': '[row 1]: Current assets: | | [SEP]', 'modified': '[row 1]: Active assets: | | [SEP]', 'token_diff': ('Current', 'Active')}}"
Virgin Galactic,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 2","{'candidate_indices': [4, 9, 10, 13, 16, 20, 21, 22, 39, 44, 45, 48, 51, 55, 56, 57], 'changed_label_details': [{'index': 16, 'original': '[row 13]: Current liabilities: | | [SEP]', 'modified': '[row 13]: Ongoing liabilities: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}, {'index': 51, 'original': '[row 13]: Current liabilities: | | [SEP]', 'modified': '[row 13]: Ongoing liabilities: | | [SEP]"
Visa,BS-02,PASS,PASS: label changed: 'current' -> 'active' in line index 29,"{'changed_label': {'index': 29, 'original': '[row 26]: Total current liabilities | | 23,098 [SEP]', 'modified': '[row 26]: Total active liabilities | | 23,098 [SEP]', 'token_diff': ('current', 'active')}}"
Walgreens Boots Alliance,BS-02,PASS,PASS: label changed: 'Current' -> 'Active' in line index 4,"{'changed_label': {'index': 4, 'original': '[row 1]: Current assets: | | [SEP]', 'modified': '[row 1]: Active assets: | | [SEP]', 'token_diff': ('Current', 'Active')}}"
Walmart,BS-02,FAIL,"Expected exactly one 'Current Assets' or 'Current Liabilities' label change, found 2","{'candidate_indices': [4, 9, 17, 25, 44, 49, 57, 65], 'changed_label_details': [{'index': 17, 'original': '[row 14]: Current liabilities: | | [SEP]', 'modified': '[row 14]: Active liabilities: | | [SEP]', 'token_diff': ('Current', 'Active')}, {'index': 57, 'original': '[row 14]: Current liabilities: | | [SEP]', 'modified': '[row 14]: Active liabilities: | | [SEP]', 'token_diff': ('Current', 'Activ"
Whirlpool,BS-02,PASS,PASS: label changed: 'Current' -> 'Primary' in line index 19,"{'changed_label': {'index': 19, 'original': '[row 16]: Current liabilities | | [SEP]', 'modified': '[row 16]: Primary liabilities | | [SEP]', 'token_diff': ('Current', 'Primary')}}"
Zoom Video Communications,BS-02,PASS,PASS: label changed: 'Current' -> 'Ongoing' in line index 4,"{'changed_label': {'index': 4, 'original': '[row 1]: Current assets: | | [SEP]', 'modified': '[row 1]: Ongoing assets: | | [SEP]', 'token_diff': ('Current', 'Ongoing')}}"
3M,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 5,933 [SEP]', '[row 2]: Funds and cash equivalents | $ | 5,933 [SEP]')}"
AMD,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 3,933 | $ | | [SEP]', '[row 2]: Funds and cash equivalents | $ | 3,933 | $ | | [SEP]')}"
ATandT,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 6,722 [SEP]', '[row 2]: Funds and cash equivalents | $ | 6,722 [SEP]')}"
AbbVie,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and equivalents | $ 12,814 | [SEP]', '[row 2]: Funds and equivalents | $ 12,814 | [SEP]')}"
Abbott Laboratories,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 6,896 [SEP]', '[row 2]: Funds and cash equivalents | $ | 6,896 [SEP]')}"
Adobe,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 7,141 | [SEP]', '[row 2]: Funds and cash equivalents | $ 7,141 | [SEP]')}"
Allstate,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 12,"{'line_change': (12, '[row 9]: Cash | 722 | [SEP]', '[row 9]: Funds | 722 | [SEP]')}"
Alphabet (Google),BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 21,879 [SEP]', '[row 2]: Funds and cash equivalents | $ | 21,879 [SEP]')}"
Amazon,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 53,888 [SEP]', '[row 2]: Funds and cash equivalents | $ | 53,888 [SEP]')}"
American Express,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | | [SEP]', '[row 1]: Funds and cash equivalents | | [SEP]')}"
Apple,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 29,965 [SEP]', '[row 2]: Funds and cash equivalents | $ | 29,965 [SEP]')}"
Applied Materials,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 6,132 [SEP]', '[row 2]: Funds and cash equivalents | $ | 6,132 [SEP]')}"
Asana,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 526,563 | [SEP]', '[row 2]: Funds and cash equivalents | $ 526,563 | [SEP]')}"
Bank of America,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and due from banks | $ 27,892 | [SEP]', '[row 1]: Funds and due from banks | $ 27,892 | [SEP]')}"
Baxter International,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ 3,194 | [SEP]', '[row 1]: Funds and cash equivalents | $ 3,194 | [SEP]')}"
Berkshire Hathaway,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents* | $ 33,672 | [SEP]', '[row 2]: Funds and cash equivalents* | $ 33,672 | [SEP]')}"
Best Buy,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 1,447 | [SEP]', '[row 2]: Funds and cash equivalents | $ 1,447 | [SEP]')}"
Bilibili,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | 106,498 | 2,144,794 | 3,047,247 | 1,893,282 | — | 7,191,821 [SEP]', '[row 1]: Funds and cash equivalents | 106,498 | 2,144,794 | 3,047,247 | 1,893,282 | — | 7,191,821 [SEP]')}"
Block,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 4,996,465 [SEP]', '[row 2]: Funds and cash equivalents | $ | 4,996,465 [SEP]')}"
Boeing,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $12,691 | [SEP]', '[row 1]: Funds and cash equivalents | $12,691 | [SEP]')}"
Boston Scientific,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 865 | [SEP]', '[row 2]: Funds and cash equivalents | $ 865 | [SEP]')}"
Box,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 428,465 [SEP]', '[row 2]: Funds and cash equivalents | $ | 428,465 [SEP]')}"
Broadcom,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 14,189 [SEP]', '[row 2]: Funds and cash equivalents | $ | 14,189 [SEP]')}"
Caterpillar,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 6,978 [SEP]', '[row 2]: Funds and cash equivalents | $ | 6,978 [SEP]')}"
Chevron,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ 8,178 | [SEP]', '[row 1]: Funds and cash equivalents | $ 8,178 | [SEP]')}"
Cisco Systems,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 10,123 [SEP]', '[row 2]: Funds and cash equivalents | $ | 10,123 [SEP]')}"
Coca-Cola,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 9,519 | [SEP]', '[row 2]: Funds and cash equivalents | $ 9,519 | [SEP]')}"
Corsair Gaming,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash | $ 175,620 | [SEP]', '[row 2]: Funds | $ 175,620 | [SEP]')}"
Costco,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 13,700 [SEP]', '[row 2]: Funds and cash equivalents | $ | 13,700 [SEP]')}"
Dell,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 7,366 [SEP]', '[row 2]: Funds and cash equivalents | $ | 7,366 [SEP]')}"
Dell Technologies,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 8,607 [SEP]', '[row 2]: Funds and cash equivalents | $ | 8,607 [SEP]')}"
Delta Air Lines,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 2,741 [SEP]', '[row 2]: Funds and cash equivalents | $ | 2,741 [SEP]')}"
Disney,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 14,182 [SEP]', '[row 2]: Funds and cash equivalents | $ | 14,182 [SEP]')}"
DraftKings,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 1,270,503 | [SEP]', '[row 2]: Funds and cash equivalents | $ 1,270,503 | [SEP]')}"
DuPont,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 2,392 [SEP]', '[row 2]: Funds and cash equivalents | $ | 2,392 [SEP]')}"
Electronic Arts,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 2,424 [SEP]', '[row 2]: Funds and cash equivalents | $ | 2,424 [SEP]')}"
Eli Lilly,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents (Note 7) | $ 2,818.6 | [SEP]', '[row 2]: Funds and cash equivalents (Note 7) | $ 2,818.6 | [SEP]')}"
Etsy,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 914,323 [SEP]', '[row 2]: Funds and cash equivalents | $ | 914,323 [SEP]')}"
ExxonMobil,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 6,"{'line_change': (6, '[row 3]: Cash and cash equivalents | | 31,539 | [SEP]', '[row 3]: Funds and cash equivalents | | 31,539 | [SEP]')}"
FedEx,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 6,856 [SEP]', '[row 2]: Funds and cash equivalents | $ | 6,856 [SEP]')}"
Ford Motor,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents (Note 9) | $ 25,134 | [SEP]', '[row 1]: Funds and cash equivalents (Note 9) | $ 25,134 | [SEP]')}"
General Electric,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 3,"{'line_change': (3, '[row 0]: Cash, cash equivalents and restricted cash | $ 16,967 [SEP]', '[row 0]: Funds, cash equivalents and restricted cash | $ 16,967 [SEP]')}"
General Motors,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 18,853 [SEP]', '[row 2]: Funds and cash equivalents | $ | 18,853 [SEP]')}"
Goldman Sachs,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ 241,577 | [SEP]', '[row 1]: Funds and cash equivalents | $ 241,577 | [SEP]')}"
HP,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash, cash equivalents and restricted cash | $ | 3,232 [SEP]', '[row 2]: Funds, cash equivalents and restricted cash | $ | 3,232 [SEP]')}"
Home Depot,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 3,760 | [SEP]', '[row 2]: Funds and cash equivalents | $ 3,760 | [SEP]')}"
Honda,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ 1,544 |  [SEP]', '[row 1]: Funds and cash equivalents | $ 1,544 |  [SEP]')}"
Honeywell International,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 7,925 |  [SEP]', '[row 2]: Funds and cash equivalents | $ 7,925 |  [SEP]')}"
IBM,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | | $ 13,068 [SEP]', '[row 2]: Funds and cash equivalents | | $ 13,068 [SEP]')}"
Intel,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 11,144 [SEP]', '[row 2]: Funds and cash equivalents | $ | 11,144 [SEP]')}"
JD.com,BS-03,FAIL,"Replacement token 'fund' not in allowed replacements {'resources', 'funds', 'capital'}","{'token_diff': ('cash', 'fund')}"
JPMorgan Chase,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and due from banks | $ 29,066 |  [SEP]', '[row 1]: Funds and due from banks | $ 29,066 |  [SEP]')}"
Johnson and Johnson,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents (Notes 1 and 2) | $21,859 | [SEP]', '[row 2]: Funds and cash equivalents (Notes 1 and 2) | $21,859 | [SEP]')}"
Kellogg_s,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 89 [SEP]', '[row 2]: Funds and cash equivalents | $ | 89 [SEP]')}"
Li Auto,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | 38,478,016 | [SEP]', '[row 2]: Funds and cash equivalents | 38,478,016 | [SEP]')}"
Lockheed Martin,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 1,442 [SEP]', '[row 2]: Funds and cash equivalents | $ | 1,442 [SEP]')}"
Logitech,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 1,149,023 | [SEP]', '[row 2]: Funds and cash equivalents | $ 1,149,023 | [SEP]')}"
Lucid Motors,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 1,369,947 | [SEP]', '[row 2]: Funds and cash equivalents | $ 1,369,947 | [SEP]')}"
Luckin Coffee,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | 3,534,304 | [SEP]', '[row 2]: Funds and cash equivalents | 3,534,304 | [SEP]')}"
Lyft,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $558,636 | [SEP]', '[row 2]: Funds and cash equivalents | $558,636 | [SEP]')}"
Marriott,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and equivalents | $ 338 | [SEP]', '[row 2]: Funds and equivalents | $ 338 | [SEP]')}"
MasterCard,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 8,588 | [SEP]', '[row 2]: Funds and cash equivalents | $ 8,588 | [SEP]')}"
McDonald_s,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and equivalents | $ 2,583.8 | [SEP]', '[row 2]: Funds and equivalents | $ 2,583.8 | [SEP]')}"
Merck,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 6,841 | [SEP]', '[row 2]: Funds and cash equivalents | $ 6,841 | [SEP]')}"
Meta Platforms,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 41,862 | [SEP]', '[row 2]: Funds and cash equivalents | $ 41,862 | [SEP]')}"
Microchip Technology,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ 234.0 | [SEP]', '[row 1]: Funds and cash equivalents | $ 234.0 | [SEP]')}"
Microsoft,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 18,315 | [SEP]', '[row 2]: Funds and cash equivalents | $ 18,315 | [SEP]')}"
